person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_per_year_employed,predicted_pd,risk_band,actual_default,recommendation
27,14400,RENT,3.0,EDUCATION,2500,0.17,0,7,3600.0,0.90660774840794,Very High Risk,1,High-risk application; apply lender policy
31,74628,MORTGAGE,12.0,DEBTCONSOLIDATION,15000,0.2,0,5,5740.615384615385,0.18666254028274976,Medium Risk,0,Consider manual review
27,175000,MORTGAGE,11.0,HOMEIMPROVEMENT,11500,0.07,0,7,14583.333333333334,0.03984040730604535,Low Risk,0,"Consider approval, subject to lender policy"
22,44500,RENT,1.0,DEBTCONSOLIDATION,16750,0.38,0,4,22250.0,0.972115390386958,Very High Risk,1,High-risk application; apply lender policy
22,36000,RENT,6.0,EDUCATION,6000,0.17,0,3,5142.857142857143,0.10063910838299392,Low Risk,0,"Consider approval, subject to lender policy"
24,49000,MORTGAGE,0.0,HOMEIMPROVEMENT,5000,0.1,0,3,49000.0,0.12375758790868532,Low Risk,1,"Consider approval, subject to lender policy"
28,35000,OWN,6.0,VENTURE,5000,0.14,1,10,5000.0,0.01862525534051747,Low Risk,0,"Consider approval, subject to lender policy"
26,100000,RENT,6.0,MEDICAL,8000,0.08,0,3,14285.714285714286,0.07193694240633915,Low Risk,0,"Consider approval, subject to lender policy"
25,60000,RENT,3.0,PERSONAL,17000,0.28,0,2,15000.0,0.14249607131488365,Low Risk,0,"Consider approval, subject to lender policy"
25,49152,MORTGAGE,7.0,MEDICAL,3000,0.06,0,2,6144.0,0.17194104676970626,Medium Risk,0,Consider manual review
26,75000,RENT,5.0,MEDICAL,20000,0.27,0,4,12500.0,0.1793929558923897,Medium Risk,0,Consider manual review
24,55000,MORTGAGE,5.0,PERSONAL,3100,0.06,0,2,9166.666666666666,0.08384257784252752,Low Risk,0,"Consider approval, subject to lender policy"
23,28000,MORTGAGE,2.0,VENTURE,8400,0.3,0,2,9333.333333333334,0.1143062211588376,Low Risk,0,"Consider approval, subject to lender policy"
28,42000,MORTGAGE,6.0,EDUCATION,5000,0.12,0,5,6000.0,0.08043459884265637,Low Risk,0,"Consider approval, subject to lender policy"
22,59000,MORTGAGE,1.0,MEDICAL,15000,0.25,0,3,29500.0,0.2717863552513447,High Risk,0,Additional assessment required
21,39600,OWN,5.0,PERSONAL,3500,0.09,0,3,6600.0,0.016678457725958058,Low Risk,0,"Consider approval, subject to lender policy"
24,53000,RENT,5.0,EDUCATION,5100,0.1,0,2,8833.333333333334,0.0823922952958493,Low Risk,0,"Consider approval, subject to lender policy"
27,67000,MORTGAGE,1.0,VENTURE,4200,0.06,0,7,33500.0,0.03665400861706444,Low Risk,0,"Consider approval, subject to lender policy"
23,36000,RENT,0.0,EDUCATION,10000,0.28,0,2,36000.0,0.162957741683534,Medium Risk,0,Consider manual review
42,13200,RENT,4.0,DEBTCONSOLIDATION,2500,0.19,1,14,2640.0,0.9676538545360797,Very High Risk,1,High-risk application; apply lender policy
23,39000,RENT,2.0,PERSONAL,10000,0.26,1,3,13000.0,0.5407163145483243,Very High Risk,1,High-risk application; apply lender policy
27,160000,MORTGAGE,4.0,HOMEIMPROVEMENT,25000,0.16,0,10,32000.0,0.08414053699569464,Low Risk,0,"Consider approval, subject to lender policy"
22,74000,MORTGAGE,4.0,PERSONAL,15000,0.2,0,3,14800.0,0.09433896382778141,Low Risk,1,"Consider approval, subject to lender policy"
24,64500,MORTGAGE,8.0,EDUCATION,1200,0.02,0,2,7166.666666666667,0.055284982641549046,Low Risk,0,"Consider approval, subject to lender policy"
28,86000,MORTGAGE,12.0,EDUCATION,15000,0.17,0,10,6615.384615384615,0.04739588291681599,Low Risk,0,"Consider approval, subject to lender policy"
28,140000,RENT,0.0,DEBTCONSOLIDATION,7400,0.05,0,9,140000.0,0.09101765521043143,Low Risk,0,"Consider approval, subject to lender policy"
24,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,4000,0.07,0,2,15000.0,0.06795279300226534,Low Risk,0,"Consider approval, subject to lender policy"
23,28000,OWN,1.0,EDUCATION,7500,0.27,0,3,14000.0,0.022525034915583875,Low Risk,0,"Consider approval, subject to lender policy"
36,38568,RENT,7.0,PERSONAL,2400,0.06,1,12,4821.0,0.24800995697550265,Medium Risk,0,Consider manual review
22,60000,MORTGAGE,6.0,EDUCATION,2000,0.03,1,2,8571.42857142857,0.11052222985053058,Low Risk,0,"Consider approval, subject to lender policy"
42,75000,RENT,12.0,HOMEIMPROVEMENT,14000,0.19,0,14,5769.2307692307695,0.08744281359464606,Low Risk,0,"Consider approval, subject to lender policy"
34,89000,MORTGAGE,17.0,DEBTCONSOLIDATION,10000,0.11,0,7,4944.444444444444,0.08847938946144908,Low Risk,0,"Consider approval, subject to lender policy"
30,35000,RENT,8.0,MEDICAL,6000,0.17,0,9,3888.8888888888887,0.11402334479455314,Low Risk,0,"Consider approval, subject to lender policy"
32,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,12000,0.16,0,5,5769.2307692307695,0.056447625126398206,Low Risk,0,"Consider approval, subject to lender policy"
24,45000,RENT,8.0,MEDICAL,8000,0.18,1,4,5000.0,0.3672595257315612,High Risk,0,Additional assessment required
30,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,6000,0.08,0,8,19750.0,0.077533788599448,Low Risk,0,"Consider approval, subject to lender policy"
22,53000,MORTGAGE,6.0,EDUCATION,25000,0.47,0,3,7571.428571428572,0.24865411941479534,Medium Risk,1,Consider manual review
26,103992,RENT,10.0,VENTURE,5000,0.05,0,3,9453.818181818182,0.025826047283010026,Low Risk,0,"Consider approval, subject to lender policy"
26,69000,RENT,0.0,DEBTCONSOLIDATION,24000,0.35,0,3,69000.0,0.991184008904825,Very High Risk,1,High-risk application; apply lender policy
22,57600,OWN,6.0,VENTURE,6500,0.11,0,3,8228.57142857143,0.006636659573022039,Low Risk,0,"Consider approval, subject to lender policy"
23,80000,RENT,6.0,PERSONAL,5000,0.06,0,2,11428.57142857143,0.04654234752450326,Low Risk,0,"Consider approval, subject to lender policy"
27,38004,MORTGAGE,11.0,DEBTCONSOLIDATION,6500,0.17,1,8,3167.0,0.4872362387703885,Very High Risk,0,High-risk application; apply lender policy
26,38400,OWN,2.0,EDUCATION,5550,0.14,0,2,12800.0,0.015370674015379213,Low Risk,0,"Consider approval, subject to lender policy"
25,120000,RENT,9.0,VENTURE,4800,0.04,0,4,12000.0,0.025826047283010026,Low Risk,0,"Consider approval, subject to lender policy"
27,55140,MORTGAGE,8.0,HOMEIMPROVEMENT,10000,0.18,1,8,6126.666666666667,0.243275826423707,Medium Risk,0,Consider manual review
27,86000,MORTGAGE,12.0,EDUCATION,23000,0.27,0,7,6615.384615384615,0.0970456814696394,Low Risk,1,"Consider approval, subject to lender policy"
22,57204,MORTGAGE,6.0,EDUCATION,9000,0.16,1,3,8172.0,0.16622760857337116,Medium Risk,0,Consider manual review
23,149385,OWN,7.0,PERSONAL,7000,0.05,0,2,18673.125,0.012054038316126444,Low Risk,0,"Consider approval, subject to lender policy"
38,67000,RENT,6.0,HOMEIMPROVEMENT,13000,0.19,0,17,9571.42857142857,0.09761389036546361,Low Risk,0,"Consider approval, subject to lender policy"
31,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,2500,0.06,0,8,6428.571428571428,0.1366599354727043,Low Risk,0,"Consider approval, subject to lender policy"
24,14400,RENT,4.0,MEDICAL,4050,0.28,0,4,2880.0,0.9388599573191803,Very High Risk,1,High-risk application; apply lender policy
24,66000,MORTGAGE,8.0,PERSONAL,15000,0.23,0,4,7333.333333333333,0.0835131189754706,Low Risk,0,"Consider approval, subject to lender policy"
24,31000,MORTGAGE,8.0,EDUCATION,5000,0.16,0,2,3444.4444444444443,0.13682796749689102,Low Risk,0,"Consider approval, subject to lender policy"
35,24996,RENT,2.0,DEBTCONSOLIDATION,6200,0.25,0,5,8332.0,0.19801623014872138,Medium Risk,0,Consider manual review
42,100000,MORTGAGE,16.0,DEBTCONSOLIDATION,4800,0.05,1,13,5882.35294117647,0.3047881150776589,High Risk,0,Additional assessment required
35,38000,MORTGAGE,2.0,MEDICAL,15000,0.39,0,5,12666.666666666666,0.33182865454684574,High Risk,0,Additional assessment required
42,2039784,RENT,0.0,VENTURE,8450,0.0,1,15,2039784.0,0.25895252716982686,High Risk,0,Additional assessment required
24,135000,MORTGAGE,0.0,EDUCATION,6000,0.04,0,2,135000.0,0.046764378902281405,Low Risk,0,"Consider approval, subject to lender policy"
26,46000,RENT,3.0,PERSONAL,8000,0.17,0,2,11500.0,0.10959843740927053,Low Risk,1,"Consider approval, subject to lender policy"
36,29000,RENT,9.0,VENTURE,1200,0.04,0,11,2900.0,0.14315601921477525,Low Risk,0,"Consider approval, subject to lender policy"
25,61000,RENT,4.0,VENTURE,9500,0.16,0,2,12200.0,0.0447234529335497,Low Risk,0,"Consider approval, subject to lender policy"
37,40800,OWN,4.0,PERSONAL,2875,0.07,0,14,8160.0,0.01455335529229206,Low Risk,0,"Consider approval, subject to lender policy"
32,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,8400,0.08,0,7,7714.285714285715,0.075301308758181,Low Risk,1,"Consider approval, subject to lender policy"
24,24000,RENT,6.0,DEBTCONSOLIDATION,10000,0.42,0,4,3428.5714285714284,0.9730841316528834,Very High Risk,1,High-risk application; apply lender policy
25,74000,OWN,1.0,MEDICAL,16000,0.22,0,3,37000.0,0.04553901012204872,Low Risk,0,"Consider approval, subject to lender policy"
40,90996,MORTGAGE,9.0,HOMEIMPROVEMENT,22000,0.24,0,14,9099.6,0.0544947765552728,Low Risk,0,"Consider approval, subject to lender policy"
25,110000,MORTGAGE,1.0,PERSONAL,25000,0.23,0,4,55000.0,0.163232864869267,Medium Risk,0,Consider manual review
42,45760,MORTGAGE,4.0,DEBTCONSOLIDATION,9600,0.21,0,17,9152.0,0.14380697505416934,Low Risk,0,"Consider approval, subject to lender policy"
23,92004,MORTGAGE,7.0,EDUCATION,24250,0.26,0,2,11500.5,0.09051511282070787,Low Risk,0,"Consider approval, subject to lender policy"
23,55000,OWN,5.0,VENTURE,15000,0.27,0,2,9166.666666666666,0.012017533202093221,Low Risk,0,"Consider approval, subject to lender policy"
29,81000,MORTGAGE,5.0,DEBTCONSOLIDATION,12000,0.15,0,6,13500.0,0.07957525166204203,Low Risk,1,"Consider approval, subject to lender policy"
21,29000,RENT,0.0,EDUCATION,4000,0.14,0,4,29000.0,0.26361749896162007,High Risk,1,Additional assessment required
25,59000,MORTGAGE,4.0,PERSONAL,3000,0.05,1,3,11800.0,0.22117047113061583,Medium Risk,1,Consider manual review
29,65000,RENT,1.0,EDUCATION,12800,0.2,0,10,32500.0,0.09712694677534353,Low Risk,0,"Consider approval, subject to lender policy"
32,20000,RENT,3.0,VENTURE,4750,0.24,0,7,5000.0,0.09899940901496013,Low Risk,0,"Consider approval, subject to lender policy"
24,138000,RENT,4.0,PERSONAL,5000,0.04,1,4,27600.0,0.1258318760893516,Low Risk,1,"Consider approval, subject to lender policy"
23,56016,RENT,4.0,EDUCATION,5000,0.09,0,3,11203.2,0.08558348051990179,Low Risk,0,"Consider approval, subject to lender policy"
22,48000,RENT,2.0,DEBTCONSOLIDATION,5000,0.1,0,4,16000.0,0.13328999417096513,Low Risk,0,"Consider approval, subject to lender policy"
25,26004,MORTGAGE,3.0,EDUCATION,10000,0.38,0,2,6501.0,0.18420378399511472,Medium Risk,0,Consider manual review
27,38004,RENT,8.0,MEDICAL,5000,0.13,0,10,4222.666666666667,0.14727239558050542,Low Risk,0,"Consider approval, subject to lender policy"
22,41000,RENT,5.0,VENTURE,14000,0.34,0,3,6833.333333333333,0.9481368836849215,Very High Risk,1,High-risk application; apply lender policy
32,168000,RENT,5.0,EDUCATION,25000,0.15,0,6,28000.0,0.10588286030276939,Low Risk,0,"Consider approval, subject to lender policy"
24,49200,OWN,8.0,PERSONAL,4000,0.08,1,3,5466.666666666667,0.0335013822896676,Low Risk,0,"Consider approval, subject to lender policy"
21,45000,RENT,3.0,EDUCATION,10300,0.23,0,2,11250.0,0.08927602224926398,Low Risk,0,"Consider approval, subject to lender policy"
23,78000,MORTGAGE,7.0,EDUCATION,6150,0.08,0,2,9750.0,0.061541002449516144,Low Risk,0,"Consider approval, subject to lender policy"
22,55000,MORTGAGE,6.0,PERSONAL,13000,0.24,0,3,7857.142857142857,0.08383302705928504,Low Risk,0,"Consider approval, subject to lender policy"
25,55044,RENT,4.0,VENTURE,18250,0.33,0,2,11008.8,0.9540124695775515,Very High Risk,1,High-risk application; apply lender policy
26,64956,MORTGAGE,0.0,DEBTCONSOLIDATION,7500,0.12,1,3,64956.0,0.32697954787464556,High Risk,0,Additional assessment required
24,46000,MORTGAGE,8.0,PERSONAL,2000,0.04,0,2,5111.111111111111,0.09283295557259291,Low Risk,0,"Consider approval, subject to lender policy"
26,55000,MORTGAGE,0.0,MEDICAL,12500,0.23,0,3,55000.0,0.16489152711287652,Medium Risk,0,Consider manual review
23,30000,RENT,7.0,EDUCATION,10000,0.33,0,2,3750.0,0.9605880545041928,Very High Risk,1,High-risk application; apply lender policy
23,65000,RENT,2.0,EDUCATION,28000,0.43,0,2,21666.666666666668,0.9749808759713272,Very High Risk,1,High-risk application; apply lender policy
29,36000,RENT,4.0,EDUCATION,6000,0.17,0,6,7200.0,0.1046341003301396,Low Risk,0,"Consider approval, subject to lender policy"
31,120000,MORTGAGE,0.0,VENTURE,20000,0.17,0,9,120000.0,0.061120304700095475,Low Risk,0,"Consider approval, subject to lender policy"
25,201000,MORTGAGE,9.0,DEBTCONSOLIDATION,14000,0.07,0,4,20100.0,0.07221651417896037,Low Risk,0,"Consider approval, subject to lender policy"
27,50000,MORTGAGE,7.0,MEDICAL,9500,0.19,0,8,6250.0,0.16002191318126455,Medium Risk,0,Consider manual review
28,70000,RENT,4.0,HOMEIMPROVEMENT,2400,0.03,0,7,14000.0,0.08958128803756216,Low Risk,0,"Consider approval, subject to lender policy"
41,125000,RENT,0.0,DEBTCONSOLIDATION,12000,0.1,1,12,125000.0,0.3573931607973329,High Risk,0,Additional assessment required
22,70000,RENT,2.0,DEBTCONSOLIDATION,18750,0.27,0,2,23333.333333333332,0.22478695786650937,Medium Risk,0,Consider manual review
35,78000,MORTGAGE,9.0,PERSONAL,10000,0.13,0,5,7800.0,0.07390065594937678,Low Risk,0,"Consider approval, subject to lender policy"
28,125000,RENT,5.0,EDUCATION,10000,0.08,0,9,20833.333333333332,0.04566955918525826,Low Risk,0,"Consider approval, subject to lender policy"
29,150000,MORTGAGE,12.0,PERSONAL,7000,0.05,0,6,11538.461538461539,0.039851143121511445,Low Risk,0,"Consider approval, subject to lender policy"
34,86100,MORTGAGE,5.0,VENTURE,18000,0.21,0,5,14350.0,0.03070857998337637,Low Risk,0,"Consider approval, subject to lender policy"
28,62000,RENT,2.0,EDUCATION,12000,0.19,0,10,20666.666666666668,0.09510025463302675,Low Risk,0,"Consider approval, subject to lender policy"
29,42000,RENT,5.0,MEDICAL,3000,0.07,0,5,7000.0,0.14349391589820634,Low Risk,0,"Consider approval, subject to lender policy"
26,15000,RENT,0.0,DEBTCONSOLIDATION,4375,0.29,0,4,15000.0,0.9455041004262803,Very High Risk,1,High-risk application; apply lender policy
24,45000,RENT,3.0,DEBTCONSOLIDATION,7200,0.16,0,4,11250.0,0.1326430854276166,Low Risk,0,"Consider approval, subject to lender policy"
30,45000,RENT,2.0,EDUCATION,13250,0.29,0,9,15000.0,0.17366572829132976,Medium Risk,0,Consider manual review
23,13200,MORTGAGE,2.0,EDUCATION,1400,0.11,0,4,4400.0,0.23413535829548177,Medium Risk,0,Consider manual review
22,54000,MORTGAGE,6.0,PERSONAL,7000,0.13,0,2,7714.285714285715,0.1044709833406728,Low Risk,0,"Consider approval, subject to lender policy"
22,26886,OWN,6.0,EDUCATION,7500,0.28,1,4,3840.8571428571427,0.03424697139937056,Low Risk,0,"Consider approval, subject to lender policy"
24,176004,MORTGAGE,2.0,DEBTCONSOLIDATION,3200,0.02,0,4,58668.0,0.11969093615374339,Low Risk,0,"Consider approval, subject to lender policy"
22,80000,RENT,3.0,EDUCATION,20000,0.25,1,4,20000.0,0.14877888420339755,Low Risk,0,"Consider approval, subject to lender policy"
43,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,9150,0.12,1,16,15200.0,0.1757075759431041,Medium Risk,0,Consider manual review
29,34000,RENT,0.0,VENTURE,3500,0.1,0,8,34000.0,0.25102802182924894,High Risk,0,Additional assessment required
22,120000,MORTGAGE,3.0,PERSONAL,8900,0.07,0,2,30000.0,0.043511333782011545,Low Risk,0,"Consider approval, subject to lender policy"
36,145000,MORTGAGE,4.0,PERSONAL,5000,0.03,0,16,29000.0,0.0388780008619184,Low Risk,0,"Consider approval, subject to lender policy"
34,120000,MORTGAGE,4.0,MEDICAL,16800,0.14,0,6,24000.0,0.09970942742632946,Low Risk,0,"Consider approval, subject to lender policy"
30,64300,MORTGAGE,4.0,HOMEIMPROVEMENT,14000,0.22,1,10,12860.0,0.18153364528347563,Medium Risk,0,Consider manual review
35,65000,MORTGAGE,19.0,DEBTCONSOLIDATION,20000,0.31,0,5,3250.0,0.24297362899319927,Medium Risk,0,Consider manual review
27,44000,RENT,5.0,EDUCATION,13650,0.31,0,7,7333.333333333333,0.9499089174506541,Very High Risk,1,High-risk application; apply lender policy
25,42900,RENT,9.0,MEDICAL,9000,0.21,0,4,4290.0,0.1550316055881483,Medium Risk,0,Consider manual review
25,130000,MORTGAGE,5.0,VENTURE,20000,0.15,0,2,21666.666666666668,0.025583138901917088,Low Risk,0,"Consider approval, subject to lender policy"
29,26400,MORTGAGE,7.0,MEDICAL,4800,0.18,0,9,3300.0,0.19863007853542877,Medium Risk,0,Consider manual review
25,120000,OWN,3.0,EDUCATION,3000,0.03,0,3,30000.0,0.010605743453188028,Low Risk,0,"Consider approval, subject to lender policy"
41,26400,MORTGAGE,4.0,DEBTCONSOLIDATION,6000,0.23,0,16,5280.0,0.1889749125324074,Medium Risk,1,Consider manual review
25,100000,MORTGAGE,2.0,EDUCATION,15000,0.15,1,3,33333.333333333336,0.1418706972092551,Low Risk,0,"Consider approval, subject to lender policy"
28,28800,MORTGAGE,2.0,HOMEIMPROVEMENT,2000,0.07,0,7,9600.0,0.39012235062027983,High Risk,0,Additional assessment required
21,36000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,0.22,0,3,18000.0,0.15330075298218637,Medium Risk,0,Consider manual review
30,105000,MORTGAGE,14.0,HOMEIMPROVEMENT,13000,0.12,0,9,7000.0,0.0432437214315923,Low Risk,0,"Consider approval, subject to lender policy"
22,15090,RENT,0.0,EDUCATION,7000,0.46,0,4,15090.0,0.9918390861473789,Very High Risk,1,High-risk application; apply lender policy
27,75860,RENT,9.0,MEDICAL,24000,0.32,0,5,7586.0,0.975458405615007,Very High Risk,1,High-risk application; apply lender policy
21,165000,MORTGAGE,5.0,EDUCATION,20000,0.12,0,4,27500.0,0.042588553468100455,Low Risk,0,"Consider approval, subject to lender policy"
24,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,5500,0.08,0,3,6500.0,0.0679213741148053,Low Risk,0,"Consider approval, subject to lender policy"
22,42000,OWN,0.0,EDUCATION,12000,0.29,0,4,42000.0,0.016907898066136403,Low Risk,0,"Consider approval, subject to lender policy"
24,93000,MORTGAGE,3.0,VENTURE,18000,0.19,1,3,23250.0,0.09434220102254216,Low Risk,0,"Consider approval, subject to lender policy"
31,72000,RENT,0.0,HOMEIMPROVEMENT,8000,0.11,0,7,72000.0,0.1476115538428188,Low Risk,0,"Consider approval, subject to lender policy"
51,260000,MORTGAGE,1.0,PERSONAL,14000,0.05,0,26,130000.0,0.05939531946875608,Low Risk,0,"Consider approval, subject to lender policy"
25,40000,RENT,9.0,DEBTCONSOLIDATION,8000,0.2,0,2,4000.0,0.1381603542983385,Low Risk,0,"Consider approval, subject to lender policy"
22,38004,RENT,6.0,VENTURE,10000,0.26,0,3,5429.142857142857,0.09507198651197679,Low Risk,0,"Consider approval, subject to lender policy"
35,60000,OWN,1.0,PERSONAL,5000,0.08,0,9,30000.0,0.015444727492760843,Low Risk,0,"Consider approval, subject to lender policy"
32,75000,MORTGAGE,0.0,EDUCATION,10000,0.13,0,5,75000.0,0.057591751628904064,Low Risk,0,"Consider approval, subject to lender policy"
35,25200,RENT,0.0,PERSONAL,7000,0.28,1,7,25200.0,0.4609360566790896,Very High Risk,1,High-risk application; apply lender policy
50,50000,RENT,1.0,PERSONAL,16000,0.32,0,17,25000.0,0.9631736562545715,Very High Risk,1,High-risk application; apply lender policy
31,18240,RENT,0.0,HOMEIMPROVEMENT,3200,0.18,0,8,18240.0,0.9924686729917229,Very High Risk,1,High-risk application; apply lender policy
24,54000,OWN,8.0,EDUCATION,1200,0.02,1,3,6000.0,0.033168923625248696,Low Risk,0,"Consider approval, subject to lender policy"
25,31000,MORTGAGE,4.0,VENTURE,10000,0.32,0,4,6200.0,0.15076595644268312,Medium Risk,0,Consider manual review
37,43000,RENT,2.0,MEDICAL,8500,0.2,0,11,14333.333333333334,0.15920574572551394,Medium Risk,0,Consider manual review
23,35000,RENT,5.0,PERSONAL,5000,0.14,0,2,5833.333333333333,0.09242023695841697,Low Risk,0,"Consider approval, subject to lender policy"
34,41600,MORTGAGE,16.0,DEBTCONSOLIDATION,17500,0.42,0,8,2447.0588235294117,0.28109893394494917,High Risk,0,Additional assessment required
24,59000,RENT,8.0,MEDICAL,3200,0.05,0,3,6555.555555555556,0.18209718637308217,Medium Risk,1,Consider manual review
37,65000,RENT,7.0,HOMEIMPROVEMENT,12000,0.18,0,12,8125.0,0.09889838139727208,Low Risk,0,"Consider approval, subject to lender policy"
22,89800,MORTGAGE,6.0,DEBTCONSOLIDATION,20000,0.22,0,2,12828.57142857143,0.09087668309015506,Low Risk,0,"Consider approval, subject to lender policy"
39,82000,MORTGAGE,7.0,HOMEIMPROVEMENT,8000,0.1,1,17,10250.0,0.11743509044189572,Low Risk,0,"Consider approval, subject to lender policy"
22,110196,MORTGAGE,6.0,MEDICAL,25000,0.23,0,3,15742.285714285714,0.24825228817545983,Medium Risk,0,Consider manual review
25,80000,RENT,2.0,PERSONAL,12375,0.15,0,4,26666.666666666668,0.06054697102429755,Low Risk,0,"Consider approval, subject to lender policy"
31,54050,RENT,8.0,PERSONAL,12000,0.22,0,9,6005.555555555556,0.1278640638800422,Low Risk,0,"Consider approval, subject to lender policy"
36,80000,RENT,7.0,HOMEIMPROVEMENT,6000,0.07,0,16,10000.0,0.05704352014850867,Low Risk,0,"Consider approval, subject to lender policy"
22,70600,MORTGAGE,6.0,MEDICAL,7450,0.11,1,4,10085.714285714286,0.3255405897359075,High Risk,0,Additional assessment required
25,188000,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,0.13,1,4,18800.0,0.20498053876074016,Medium Risk,1,Consider manual review
24,70000,RENT,4.0,VENTURE,10000,0.14,1,2,14000.0,0.14700718394151538,Low Risk,0,"Consider approval, subject to lender policy"
45,36700,OWN,7.0,PERSONAL,2000,0.05,0,16,4587.5,0.01578193606644411,Low Risk,0,"Consider approval, subject to lender policy"
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,0.25,0,3,7500.0,0.136095885877659,Low Risk,0,"Consider approval, subject to lender policy"
32,55000,RENT,2.0,VENTURE,20000,0.36,0,7,18333.333333333332,0.973172371324151,Very High Risk,1,High-risk application; apply lender policy
23,149385,OWN,7.0,VENTURE,7000,0.05,0,4,18673.125,0.005957591129498555,Low Risk,0,"Consider approval, subject to lender policy"
23,63402,RENT,3.0,VENTURE,6000,0.09,1,2,15850.5,0.13862550649256647,Low Risk,0,"Consider approval, subject to lender policy"
42,20400,RENT,4.0,PERSONAL,2000,0.1,1,13,4080.0,0.2558514402125143,High Risk,0,Additional assessment required
25,136000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,0.06,0,3,68000.0,0.08952649554592383,Low Risk,0,"Consider approval, subject to lender policy"
34,50000,RENT,8.0,EDUCATION,4800,0.1,0,10,5555.555555555556,0.09114788681002654,Low Risk,0,"Consider approval, subject to lender policy"
23,50000,RENT,0.0,EDUCATION,3000,0.06,0,2,50000.0,0.09584384020796267,Low Risk,0,"Consider approval, subject to lender policy"
23,100000,MORTGAGE,4.0,VENTURE,25000,0.25,1,2,20000.0,0.17804100820429103,Medium Risk,0,Consider manual review
22,44000,MORTGAGE,2.0,PERSONAL,3500,0.08,0,2,14666.666666666666,0.10175818960084859,Low Risk,0,"Consider approval, subject to lender policy"
28,105500,RENT,1.0,DEBTCONSOLIDATION,31000,0.29,0,9,52750.0,0.313385116194445,High Risk,0,Additional assessment required
27,105600,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,0.09,0,6,105600.0,0.08966167143510974,Low Risk,0,"Consider approval, subject to lender policy"
39,25000,OWN,16.0,PERSONAL,8000,0.32,0,14,1470.5882352941176,0.03355329040865894,Low Risk,0,"Consider approval, subject to lender policy"
34,58000,OWN,8.0,MEDICAL,3000,0.05,0,10,6444.444444444444,0.03067385206568212,Low Risk,0,"Consider approval, subject to lender policy"
22,36600,MORTGAGE,2.0,VENTURE,9950,0.27,0,3,12200.0,0.07243607460917005,Low Risk,0,"Consider approval, subject to lender policy"
22,30000,RENT,0.0,HOMEIMPROVEMENT,5000,0.17,0,3,30000.0,0.9507815755265515,Very High Risk,1,High-risk application; apply lender policy
27,32220,RENT,11.0,MEDICAL,17725,0.55,0,7,2685.0,0.9731327090923049,Very High Risk,1,High-risk application; apply lender policy
25,80400,RENT,2.0,VENTURE,12500,0.16,0,2,26800.0,0.06102020623747677,Low Risk,0,"Consider approval, subject to lender policy"
23,78500,MORTGAGE,7.0,DEBTCONSOLIDATION,4800,0.06,0,4,9812.5,0.12838565032387145,Low Risk,0,"Consider approval, subject to lender policy"
34,47125,MORTGAGE,12.0,VENTURE,3200,0.07,0,8,3625.0,0.03715161367405207,Low Risk,0,"Consider approval, subject to lender policy"
27,55200,OWN,4.0,PERSONAL,4000,0.07,0,10,11040.0,0.01424766656290005,Low Risk,0,"Consider approval, subject to lender policy"
22,65004,MORTGAGE,6.0,MEDICAL,6500,0.1,0,4,9286.285714285714,0.1097878207979153,Low Risk,0,"Consider approval, subject to lender policy"
26,46000,RENT,4.0,DEBTCONSOLIDATION,9000,0.2,0,3,9200.0,0.13638261783356884,Low Risk,0,"Consider approval, subject to lender policy"
22,37800,MORTGAGE,7.0,EDUCATION,7200,0.19,0,2,4725.0,0.08462307102138222,Low Risk,0,"Consider approval, subject to lender policy"
32,59000,RENT,1.0,PERSONAL,8000,0.14,1,10,29500.0,0.42374432477094603,High Risk,1,Additional assessment required
32,70000,RENT,2.0,DEBTCONSOLIDATION,3000,0.04,0,6,23333.333333333332,0.09411906586708756,Low Risk,1,"Consider approval, subject to lender policy"
27,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,21000,0.16,0,7,65000.0,0.06975227903585399,Low Risk,0,"Consider approval, subject to lender policy"
32,53196,RENT,9.0,VENTURE,25000,0.47,0,9,5319.6,0.9723966968844001,Very High Risk,1,High-risk application; apply lender policy
30,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,15000,0.11,0,5,46666.666666666664,0.05913032812617822,Low Risk,0,"Consider approval, subject to lender policy"
29,60000,RENT,4.0,HOMEIMPROVEMENT,5500,0.09,0,6,12000.0,0.0940091097984515,Low Risk,0,"Consider approval, subject to lender policy"
23,44000,RENT,2.0,MEDICAL,12000,0.27,0,4,14666.666666666666,0.20244024453289247,Medium Risk,1,Consider manual review
24,57000,MORTGAGE,8.0,VENTURE,14000,0.25,0,4,6333.333333333333,0.05018941458303556,Low Risk,0,"Consider approval, subject to lender policy"
